"FUZE Fabric #","Wash","Customer Fabric Code","Factory Fabric Code","Brand","Textile Mill (Treatment)","Application Method","Application Recipe","Fabric Content #1","% Content 1","Fabric Content #2","% Content 2","Fabric Content #3","% Content 3","Fabric Finish Note","Fabric Construction Description","Fabric Color","Fuze Treatment Location","Fuze Application Date","Fabric Submission Document","Fabric Submission Document : URL","Fabric Submission Image","Fabric Submission Image : URL","Textile Mill","Full Width","Weight (gsm)","Yarn / Filament","Note","Fuze application Date","Fuze treatment Location","Weight
(gsm) ","Pad Recipe","Production Trial Completed","ICP Sent","ICP RCVD","ICP Passed","AMB Sent","AMB RCVD","AMB Pass","Category","Program Name"," Status Note","STATUS","PTC#","ICP Sent#","ICP RCVD#","ICP Passed#","AMB Sent#","AMB RCVD#","AMB PASS#","Progress Count","Progress Percentage","Progress Percentage Numeric","Record ID"
"1247","0","75Dx150D Polyester","","","","spray","5 ppm 10 pump 15 Fabric 0.02 ISO Air/Other","Polyester","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","-","92""*","85","","","12/18/18","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d983"
"1248","0","233tc Hollander","","","","spray","5 ppm 10 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","-","101""","135","","","12/18/18","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d986"
"1249","0","233tc Hollander","","","","spray","5 ppm 10 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","-","101""","135","","","12/18/18","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d989"
"1250","0","233tc Keeco A","","Keeco","","spray","3 ppm 6 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","HD","64""","135","","","1/16/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d98c"
"1251","0","233tc Keeco B","","Keeco","","spray","3 ppm 6 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","HD","64""","135","","","1/19/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d98f"
"1252","0","233tc Keeco B","","Keeco","","spray","3 ppm 6 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","HD","64""","135","","","1/19/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d992"
"1253","0","233tc Keeco C","","Keeco","","spray","3 ppm 6 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","HD","64""","135","","","1/19/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d995"
"1254","0","233tc Keeco D","","Keeco","","spray","3 ppm 6 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","HD","64""","135","","","1/19/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d998"
"1255","0","233tc Keeco D","","Keeco","","spray","3 ppm 6 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","HD","64""","135","","10W under Hollander's protocol by SHA SGS","1/19/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d99b"
"1256","0","NB polyester mesh ","","New Balance Athletics","","spray","10 ppm 10 pump 10 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","Knit","Blue","","01/02/2025","","","","","Texray","62"" ","95","","","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d99e"
"1257","0","NB polyester mesh ","","New Balance Athletics","","spray","10 ppm 10 pump 10 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","Knit","Blue","","01/02/2025","","","","","Texray","62"" ","95","","0 contact: 1.18^10^5
Treated: 1.45*10^7
Untreated: 1.56*10^7","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d9a1"
"1258","0","Everest  FVC2666QD","","","EVEREST TEXTILE","spray","10 ppm 10 pump 10 Fabric 0.02 ISO Air/Other","Polyester","89%","Spandex","11%","","0%","","Woven","Blue","","01/02/2025","","","","","Everest","55""","157","","","1/21/19","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e051aeaaf02c8b3d9a4"
"1259","0","Everest  FVC2666QD","","","EVEREST TEXTILE","spray","10 ppm 10 pump 10 Fabric - ISO Air/Other","Polyester","89%","Spandex","11%","","0%","","Woven","Blue","","01/02/2025","","","","","Everest","55""","157","","","1/22/19","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9a7"
"1260","0","Everest  FVC2429QD","","","EVEREST TEXTILE","spray","10 ppm 10 pump 10 Fabric 0.02 ISO Air/Other","Polyester","86%","Spandex","14%","","0%","","Woven","Blue","","01/02/2025","","","","","Everest","54""","124","","","1/21/19","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9aa"
"1261","0","Everest  FVC2666QD","","","EVEREST TEXTILE","spray","10 ppm 10 pump 10 Fabric - ISO Air/Other","Polyester","86%","Spandex","14%","","0%","","Woven","Blue","","01/02/2025","","","","","Everest","54""","124","","","1/22/19","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9ad"
"1262","10","F07 FOTL Seamless","","Fruit of the Loom, Inc.","","spray","10 ppm 16 pump 30 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9b0"
"1263","0","Polyester Film FF01","","","","spray","10 ppm 10 pump 10 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","-","Green","","01/02/2025","","","","","TBA","-","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9b3"
"1264","0","Polyester Film FF01","","","","spray","10 ppm 10 pump 10 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","-","Green","","01/02/2025","","","","","TBA","-","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9b6"
"1265","0","H01 T180 woven","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Polyester","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","unknown","","85","","","3/1/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9b9"
"1266","0","H02 BR Sensacool program fabric","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Polyester","50%","Nylon","33%","Polypropylene","17%","","Knit","White/Blue","","01/02/2025","","","","","unknown","90""","280","","","3/1/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9bc"
"1267","0","H03 233tc Hollaner","","Hollander Sleep Products","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","unknown","63""","136","","","3/1/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9bf"
"1268","0","H04 T200 100% Cotton","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Cotton","100%","","0%","","0%","","Woven","White","","01/02/2025","","","","","unknown","90""","116","","","3/1/19","WldTex","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9c2"
"1269","0","F00 FOTL White Seamless Control","","","","spray","0 ppm - pump - Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9c5"
"1270","0","F00 FOTL White Seamless Control","","","","spray","0 ppm - pump - Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9c8"
"1271","0","F01 FOTL White Seamless 3""","","","","spray","10 ppm 10 pump 15 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9cb"
"1272","0","F02 FOTL White Seamless 6""","","","","spray","10 ppm 10 pump 15 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9ce"
"1273","0","F03 FOTL White Seamless 3""","","","","spray","10 ppm 20 pump 20 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9d1"
"1274","0","F04 FOTL White Seamless 6""","","","","spray","10 ppm 20 pump 20 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9d4"
"1275","0","F05 FOTL White Seamless 3""","","","","spray","10 ppm 10 pump 30 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9d7"
"1276","0","F06 FOTL White Seamless 6""","","","","spray","10 ppm 10 pump 30 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9da"
"1277","0","F07 FOTL White Seamless 3""","","","","spray","10 ppm 16 pump 30 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9dd"
"1278","0","F08 FOTL White Seamless 6""","","","","spray","10 ppm 16 pump 30 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9e0"
"1279","0","F09 FOTL White Seamless 3""","","","","spray","10 ppm 10 pump 60 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e061aeaaf02c8b3d9e3"
"1280","0","F10 FOTL White Seamless 6""","","","","spray","10 ppm 10 pump 60 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3d9e6"
"1281","0","F11 FOTL White Seamless 3""","","","","spray","10 ppm 20 pump 60 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3d9e9"
"1282","0","F12 FOTL White Seamless 6""","","","","spray","10 ppm 20 pump 60 Fabric - ISO Air/Other","Cotton","100%","","0%","","0%","","Seamless","White","","01/02/2025","","","","","TBA","-","","","","2/11/19","Honduras","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3d9ec"
"1283","0","CC2004-F","","","","spray","3 ppm 7 pump 20 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","Knit","BLACK","","01/02/2025","","","","","NK","63","140","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3d9ef"
"1284","0","CC2004-F","","","","spray","3 ppm 4 pump 20 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","Knit","BLACK","","01/02/2025","","","","","NK","63","140","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3d9f2"
"1285","0","CC3134-F","","","","spray","3 ppm 7 pump 20 Fabric - ISO Air/Other","Polyester","88%","Spandex","12%","","0%","","Knit","JET BLACK (wet)","","01/02/2025","","","","","NK","60","150","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3d9f5"
"1286","0","CC3134-F","","","","spray","3 ppm 4 pump 20 Fabric - ISO Air/Other","Polyester","88%","Spandex","12%","","0%","","Knit","JET BLACK (wet)","","01/02/2025","","","","","NK","60","150","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3d9f8"
"1287","0","CC3199-F","","","","spray","3 ppm 7 pump 20 Fabric - ISO Air/Other","Polyester","92%","Spandex","8%","","0%","","Knit","Rich Black","","01/02/2025","","","","","NK","60","125","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3d9fb"
"1288","0","CC3199-F","","","","spray","3 ppm 4 pump 20 Fabric - ISO Air/Other","Polyester","92%","Spandex","8%","","0%","","Knit","Rich Black","","01/02/2025","","","","","NK","60","125","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3d9fe"
"1289","0","CC2109-F","","","","spray","3 ppm 7 pump 20 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","Knit","Blue","","01/02/2025","","","","","NK","63","155","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3da01"
"1290","0","CC2109-F","","","","spray","3 ppm 4 pump 20 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","Knit","Blue","","01/02/2025","","","","","NK","63","155","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3da04"
"1291","0","CC3163-F","","","","spray","3 ppm 7 pump 20 Fabric - ISO Air/Other","Polyester","88%","Spandex","12%","","0%","","Knit","Black","","01/02/2025","","","","","NK","52","240","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3da07"
"1292","0","CC3163-F","","","","spray","3 ppm 4 pump 20 Fabric - ISO Air/Other","Polyester","88%","Spandex","12%","","0%","","Knit","Black","","01/02/2025","","","","","NK","52","240","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3da0a"
"1293","0","CC3163-F","","","","spray","3 ppm 7 pump 20 Fabric - ISO Air/Other","Polyester","88%","Spandex","12%","","0%","","Knit","Black","","01/02/2025","","","","","NK","52","240","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3da0d"
"1294","0","CC2110-F","","","","spray","3 ppm 7 pump 20 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","Knit","Baltic (EB4-738)","","01/02/2025","","","","","NK","65","155","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3da10"
"1295","0","CC2110-F","","","","spray","3 ppm 4 pump 20 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","Knit","Baltic (EB4-738)","","01/02/2025","","","","","NK","65","155","","treated wet","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3da13"
"1296","0","CC2110-F","","","","spray","3 ppm 7 pump 20 Fabric - ISO Air/Other","Polyester","100%","","0%","","0%","","Knit","Baltic (EB4-738)","","01/02/2025","","","","","NK","65","155","","treated wet, retest ","3/19/19","NK","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e071aeaaf02c8b3da16"
